age,A2,C1,D2,D4,D8,D10,D15,job,F15,M8,E17,G1,J2,J4,J9,E1,E2,J17,M6,life_satisfaction
16,Very well,No,Never,Often,Never,Sometimes,Always,Doesn't hold an ordinary or supported job,9,Good,Friends/colleagues,No,Once a week,Once a month,Once a month,179,84,0,2000,Medium
59,Well,No,Sometimes,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Never,Once a month,168,53,1,0,High
38,Average,No,Rarely,Often,Often,Rarely,Sometimes,Holds an ordinary or supported job,8,Good,Friends/colleagues,No,Once a month,Once a week,Once a month,190,92,3,0,Low
23,Well,No,Rarely,Often,Sometimes,Often,Often,Doesn't hold an ordinary or supported job,9,Very bad,Parents,No,Several times a month,Several times a week,Less frequently,172,70,0,0,High
60,Average,No,Rarely,Often,Sometimes,Rarely,Sometimes,Holds an ordinary or supported job,6,Average,I dont share this with anyone,No,Less frequently,Never,Once a month,164,80,5,150,High
29,Very well,Yes,Never,Sometimes,Rarely,Always,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,172,59,6,3000,High
28,Well,No,Rarely,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Friends/colleagues,No,Less frequently,Less frequently,Less frequently,185,84,1,0,High
45,Very well,No,Rarely,Sometimes,Rarely,Often,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Once a month,172,72,1,150,High
43,Well,No,Never,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,9,Bad,Friends/colleagues,No,Less frequently,Once a month,Once a month,161,52,1,700,High
40,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,178,66,1,7000,High
56,Average,No,Sometimes,Sometimes,Always,Sometimes,Rarely,Doesn't hold an ordinary or supported job,3,Very good,Others,No,Refuse to answer,Once a week,Less frequently,170,63,2,0,High
58,Well,No,Never,Always,Never,Often,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Less frequently,174,67,0,0,High
59,Very well,No,Rarely,Always,Rarely,Always,Often,Holds an ordinary or supported job,8,Very good,I dont share this with anyone,Yes,Less frequently,Never,Less frequently,189,82,3,0,High
38,Average,Yes,Never,Often,Never,Always,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a week,Several times a month,Several times a week,173,73,2,1500,High
62,Well,Yes,Never,Always,Rarely,Rarely,Always,Doesn't hold an ordinary or supported job,4,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Never,169,59,2,200,High
54,Well,No,Rarely,Sometimes,Often,Rarely,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Less frequently,178,73,2,2000,Medium
57,Average,No,Sometimes,Rarely,Often,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Once a month,178,72,3,500,Low
38,Very well,No,Rarely,Always,Rarely,Rarely,Often,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a week,Less frequently,170,68,3,0,High
21,Average,No,Sometimes,Rarely,Sometimes,Rarely,Often,Doesn't hold an ordinary or supported job,8,Bad,Parents,No,Less frequently,Several times a week,Several times a month,163,85,0,100,High
58,Average,Yes,Rarely,Often,Never,Rarely,Sometimes,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Once a month,165,70,1,500,Low
16,Very well,No,Never,Often,Sometimes,Sometimes,Often,Doesn't hold an ordinary or supported job,7,Very good,Parents,No,Once a week,Once a week,Once a month,168,51,0,200,High
53,Well,No,Never,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Good,Friends/colleagues,Yes,Once a month,Once a month,Several times a month,178,69,3,0,High
20,Well,No,Sometimes,Often,Often,Sometimes,Sometimes,,9,Average,Friends/colleagues,No,Several times a month,Less frequently,Once a month,180,103,2,0,High
21,Well,No,Sometimes,Rarely,Sometimes,Often,Always,Doesn't hold an ordinary or supported job,7,Bad,I dont share this with anyone,No,Several times a month,Several times a week,Once a month,188,135,15,0,High
62,Well,No,Never,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Less frequently,180,66,1,0,High
29,Well,Yes,Rarely,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a week,Several times a month,169,60,0,200,High
33,Very well,No,Never,Often,Rarely,Often,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a week,Less frequently,Less frequently,165,71,1,300,High
46,Well,No,Rarely,Often,Sometimes,Rarely,Sometimes,Holds an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a month,Less frequently,999,999,1,0,High
39,Well,Yes,Often,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,4,Average,Friends/colleagues,Yes,Less frequently,Once a month,Once a month,170,79,3,500,High
49,Poor,Yes,Sometimes,Often,Rarely,Sometimes,Often,Doesn't hold an ordinary or supported job,1,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Once a month,183,81,3,0,Medium
48,Well,Yes,Never,Always,Never,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Once a month,160,58,1,200,High
20,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Often,Holds an ordinary or supported job,9,Average,Friends/colleagues,No,Daily,Several times a week,Once a month,182,100,0,6000,High
47,Well,No,Never,Always,Never,Rarely,Always,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,182,72,3,1000,High
62,Well,No,Rarely,Often,Rarely,Sometimes,Often,Doesn't hold an ordinary or supported job,4,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Several times a week,Less frequently,162,130,20,500,High
30,Poor,Yes,Rarely,Often,Always,Never,Always,Holds an ordinary or supported job,0,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,178,75,6,300,Low
56,Well,No,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,160,76,0,500,High
56,Well,No,Rarely,Always,Rarely,Always,Always,Holds an ordinary or supported job,9,Very good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,180,70,3,500,High
49,Poor,No,Rarely,Sometimes,Often,Sometimes,Sometimes,Holds an ordinary or supported job,8,Bad,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Never,172,90,0,3600,Low
46,Well,Yes,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Once a month,191,90,3,250,High
61,Poor,Yes,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Doesn't hold an ordinary or supported job,0,Average,Siblings,No,Once a week,Less frequently,Less frequently,164,75,0,150,Medium
38,Well,No,Rarely,Sometimes,Rarely,Often,Sometimes,Holds an ordinary or supported job,8,Good,Siblings,Yes,Once a week,Several times a week,Once a month,183,100,6,0,High
42,Poor,Yes,Rarely,Sometimes,Sometimes,Often,Sometimes,Holds an ordinary or supported job,5,Bad,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Never,167,120,0,800,High
38,Very well,No,Never,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,Yes,Once a week,Less frequently,Less frequently,175,94,1,1000,High
57,Average,No,Rarely,Sometimes,Sometimes,Often,Often,Holds an ordinary or supported job,6,Average,I dont share this with anyone,Yes,Several times a month,Once a month,Less frequently,170,50,1,5000,Medium
55,Well,No,Never,Always,Sometimes,Rarely,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Less frequently,168,67,1,200,High
33,Well,Yes,Rarely,Often,Rarely,Sometimes,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Several times a month,Once a month,172,60,1,4000,High
55,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Friends/colleagues,No,Several times a month,Once a week,Once a month,171,82,2,800,High
53,Well,No,Rarely,Often,Sometimes,Rarely,Often,Holds an ordinary or supported job,6,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Once a month,184,80,1,500,High
51,Well,No,Rarely,Often,Rarely,Always,Often,Holds an ordinary or supported job,9,Very good,I dont share this with anyone,No,Once a month,Less frequently,Less frequently,173,81,3,400,High
45,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Good,Friends/colleagues,No,Once a month,Less frequently,Less frequently,186,80,1,200,High
17,Well,No,Rarely,Sometimes,Sometimes,Often,Always,Doesn't hold an ordinary or supported job,8,Average,Siblings,No,Once a week,Daily,Several times a week,195,85,3,900,Medium
48,Very well,No,Never,Often,Often,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Daily,Less frequently,182,100,1,300,High
28,Average,No,Never,Sometimes,Rarely,Sometimes,Rarely,Holds an ordinary or supported job,8,Average,Friends/colleagues,No,Less frequently,Never,Less frequently,159,56,1,1000,High
24,Well,No,Rarely,Sometimes,Rarely,Rarely,Often,Doesn't hold an ordinary or supported job,6,Bad,I dont share this with anyone,Yes,Less frequently,Less frequently,Less frequently,160,58,3,500,High
52,Very well,No,Rarely,Often,Rarely,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,175,65,3,500,High
63,Average,Yes,Never,Always,Rarely,Always,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Several times a month,Less frequently,163,66,3,6000,High
21,Average,Yes,Rarely,Often,Sometimes,Rarely,Often,,8,Average,Friends/colleagues,Yes,Refuse to answer,Several times a week,Once a week,170,65,1,6000,High
57,Poor,No,Never,Never,Rarely,Always,Always,Holds an ordinary or supported job,5,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,198,110,2,5000,Low
35,Well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,5,Bad,Friends/colleagues,Yes,Less frequently,Several times a week,Once a month,165,57,0,500,High
21,Well,No,Rarely,Often,Sometimes,Often,Always,Holds an ordinary or supported job,9,Average,Parents,No,Several times a month,Several times a week,Several times a month,183,99,0,0,High
58,Average,Yes,Rarely,Always,Often,Often,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Never,183,70,2,500,High
41,Well,No,Never,Often,Rarely,Always,Always,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Less frequently,Less frequently,186,77,0,1200,High
17,Very well,Yes,Rarely,Often,Rarely,Often,Often,Doesn't hold an ordinary or supported job,7,Average,Parents,No,Once a week,Once a month,Less frequently,160,63,1,1000,High
24,Average,No,Never,Always,Sometimes,Sometimes,Always,Holds an ordinary or supported job,9,Good,Friends/colleagues,No,Once a month,Several times a week,Once a month,174,82,1,0,High
19,Average,Yes,Rarely,Sometimes,Often,Often,Sometimes,Holds an ordinary or supported job,6,Average,Partner/spouse/boy-/girlfriend,No,Once a week,Several times a week,Less frequently,195,104,0,13000,High
40,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,176,90,1,1000,High
18,Well,Yes,Rarely,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,9,Good,Others,No,Once a month,Several times a week,Once a month,169,85,0,8000,High
36,Well,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,6,Good,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Once a month,Once a month,176,70,3,500,High
60,Well,No,Rarely,Rarely,Rarely,Always,Always,Doesn't hold an ordinary or supported job,9,Very good,Siblings,Yes,Several times a week,Once a month,Less frequently,174,79,0,6000,High
54,Well,No,Never,Always,Rarely,Always,Rarely,Holds an ordinary or supported job,9,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Less frequently,Less frequently,168,61,1,165,High
27,Well,No,Never,Always,Rarely,Often,Often,Doesn't hold an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Once a month,Once a month,180,94,3,300,High
56,Well,No,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Holds an ordinary or supported job,5,Good,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a week,Less frequently,188,101,2,0,High
18,Well,No,Rarely,Never,Always,Always,Always,Doesn't hold an ordinary or supported job,9,Good,Parents,Yes,Several times a week,Never,Several times a month,163,69,1,1500,High
43,Well,No,Rarely,Often,Rarely,Rarely,Rarely,Holds an ordinary or supported job,7,Bad,I dont share this with anyone,No,Once a month,Less frequently,Less frequently,167,78,3,20000,Medium
24,Very well,No,Never,Often,Rarely,Always,Often,Holds an ordinary or supported job,8,Good,Parents,No,Several times a month,Once a week,Less frequently,173,61,3,700,High
35,Well,No,Never,Sometimes,Rarely,Sometimes,Always,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a week,Less frequently,187,106,0,0,High
19,Well,No,Never,Often,Rarely,Always,Often,Doesn't hold an ordinary or supported job,8,Very good,Parents,No,Once a month,Several times a week,Once a month,174,70,3,3000,High
25,Well,No,Rarely,Always,Rarely,Always,Always,Holds an ordinary or supported job,9,Average,I dont share this with anyone,Yes,Refuse to answer,Never,Less frequently,176,66,1,1600,High
45,Well,Yes,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Less frequently,Less frequently,Less frequently,186,100,1,0,High
23,Well,No,Rarely,Always,Sometimes,Often,Sometimes,Doesn't hold an ordinary or supported job,9,Average,Friends/colleagues,No,Less frequently,Never,Several times a month,170,75,1,1000,High
58,Average,Yes,Sometimes,Sometimes,Often,Sometimes,Often,Holds an ordinary or supported job,6,Average,Partner/spouse/boy-/girlfriend,Yes,Once a month,Once a month,Never,171,80,1,700,High
54,Well,No,Never,Always,Sometimes,Always,Often,Holds an ordinary or supported job,9,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Less frequently,156,77,2,1000,High
53,Average,No,Rarely,Often,Sometimes,Often,Sometimes,Holds an ordinary or supported job,8,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Once a month,177,92,6,5000,High
39,Well,No,Never,Always,Rarely,Rarely,Always,Holds an ordinary or supported job,6,Good,Friends/colleagues,Yes,Daily,Never,Less frequently,185,75,1,1200,High
30,Very well,No,Rarely,Often,Rarely,Often,Often,Holds an ordinary or supported job,8,Very good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Several times a month,Less frequently,180,102,2,0,High
55,Average,No,Rarely,Often,Sometimes,Often,Often,Holds an ordinary or supported job,7,Good,Partner/spouse/boy-/girlfriend,Yes,Several times a month,Daily,Less frequently,173,69,4,600,High
60,Average,Yes,Rarely,Always,Never,Always,Always,Holds an ordinary or supported job,9,Average,I dont share this with anyone,No,Several times a week,Less frequently,Less frequently,170,65,2,500,High
41,Well,No,Rarely,Always,Rarely,Always,Often,Holds an ordinary or supported job,8,Average,Partner/spouse/boy-/girlfriend,Yes,Once a week,Once a week,Less frequently,184,87,1,0,High
